Current Team,Last_Name,First_Name,No,Position,Pos_OVR,Pos_Prime,Pos_Second,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,City,State_Province,Country,Captaincy,Shoots
Princeton,Green,Malcolm,,C,F,C,,,"6'6""",220.0,2005,"Bedford, NS, CAN",78.0,,,,,,Bedford,NS,CAN,,R
Princeton,Gunty,Miles,17,F,F,F,,,"5'11""",185.0,2004,"Bethesda, MD, USA",71.0,,,,,,Bethesda,MD,USA,,R
Princeton,Jacobs,David,24,RW,F,RW,,,"5'11""",201.0,2001,"Needham, MA, USA",71.0,,,,,,Needham,MA,USA,C,R
Princeton,Karnish,Josh,18,C,F,C,LW,,"6'0""",185.0,2003,"Marlton, NJ, USA",72.0,,,,,,Marlton,NJ,USA,,R
Princeton,Latta,Seamus,19,F,F,F,,,"6'0""",201.0,2005,"Bozeman, MT, USA",72.0,,,,,,Bozeman,MT,USA,,L
Princeton,Manfre,Jake,12,F,F,F,,,"6'0""",205.0,2004,"Smithtown, NY, USA",72.0,,,,,,Smithtown,NY,USA,,L
Princeton,Pelletier,Luc,26,LW,F,LW,,,"6'4""",205.0,2003,"Courtenay, BC, CAN",76.0,,,,,,Courtenay,BC,CAN,,L
Princeton,Sison,Jayden,11,F,F,F,D,,"5'10""",190.0,2003,"Paoli, PA, USA",70.0,,,,,,Paoli,PA,USA,,R
Princeton,Souliere,Matthew,22,LW,F,LW,,,"6'3""",190.0,2006,"London, ON, CAN",75.0,,,,,,London,ON,CAN,,L
Princeton,Ulvebne,Hans Martin,9,F,F,F,,,"6'0""",194.0,2004,"Oslo, NOR",72.0,,,,,,Oslo,,NOR,,L
Princeton,Young,Michael,21,F,F,F,,,"5'11""",190.0,2002,"Kings Park, NY, USA",71.0,,,,,,Kings Park,NY,USA,,L
Providence,Matthews,Aaron,33,G,G,G,,,"5'11""",170.0,2004,"Newton, MA, USA",71.0,,,,,,Newton,MA,USA,,L
Providence,Parsons,John,30,G,G,G,,,"6'4""",194.0,2006,"Ithaca, NY, USA",76.0,,,,,,Ithaca,NY,USA,,L
Providence,Svedebäck,Philip,35,G,G,G,,,"6'4""",209.0,2002,"Stockholm, SWE",76.0,,,,,,Stockholm,,SWE,,L
Providence,Bales,Alexander,6,D,D,D,,,"5'10""",181.0,2006,"East Amherst, NY, USA",70.0,,,,,,East Amherst,NY,USA,,L
Providence,Centrella,Andrew,23,D,D,D,,,"5'9""",176.0,2004,"Philadelphia, PA, USA",69.0,,,,,,Philadelphia,PA,USA,,L
Providence,Machu,Tomas,2,D,D,D,,,"6'4""",194.0,2003,"Ostrava, CZE",76.0,,,,,,Ostrava,,CZE,,R
Providence,Mantei,Quinn,24,D,D,D,,,"6'0""",187.0,2005,"Weyburn, SK, CAN",72.0,,,,,,Weyburn,SK,CAN,,L
Providence,Masa,Martin,28,D,D,D,,,"6'2""",194.0,2005,"Brno, CZE",74.0,,,,,,Brno,,CZE,,L
Providence,McCallum,Kale,20,D,D,D,,,"5'11""",183.0,2002,"Fredericton, NB, CAN",71.0,,,,,,Fredericton,NB,CAN,,L
Providence,McCoy,Donovan,10,D,D,D,,,"6'1""",205.0,2004,"Belleville, ON, CAN",73.0,,,,,,Belleville,ON,CAN,,R
Providence,Rybakov,Alexander,27,D,D,D,,,"6'2""",190.0,2005,"Chelyabinsk, RUS",74.0,,,,,,Chelyabinsk,,RUS,,L
Providence,Adams,Tanner,19,RW,F,RW,C,,"5'11""",194.0,2005,"Northport, NY, USA",71.0,,,,,,Northport,NY,USA,,R
Providence,Elger,Will,15,F,F,F,,,"6'2""",174.0,2004,"Westerville, OH, USA",74.0,,,,,,Westerville,OH,USA,,R
Providence,Fauchon,Jonathan,16,C,F,C,,,"5'11""",176.0,2004,"Ste-Claire-de-Bellechasse, QC, CAN",71.0,,,,,,Ste-Claire-de-Bellechasse,QC,CAN,,L
Providence,Gamache,Graham,11,F,F,F,,,"5'11""",183.0,2002,"Edmonton, AB, CAN",71.0,,,,,,Edmonton,AB,CAN,,R
Providence,Jelsma,Beau,17,LW,F,LW,C,,"5'10""",181.0,2004,"London, ON, CAN",70.0,,,,,,London,ON,CAN,,L
Providence,Kivioja,Aleksi,14,C,F,C,,,"6'5""",220.0,2003,"Helsinki, FIN",77.0,,,,,,Helsinki,,FIN,,R
Providence,Levens,Clint,22,C,F,C,,,"6'3""",185.0,2003,"Windermere, FL, USA",75.0,,,,,,Windermere,FL,USA,,R
Providence,Malinoski,Hudson,9,C,F,C,,,"6'1""",174.0,2004,"Saskatoon, SK, CAN",73.0,,,,,,Saskatoon,SK,CAN,,L
Providence,McEnery,Geno,13,RW,F,RW,,,"6'0""",190.0,2003,"Geneva, IL, USA",72.0,,,,,,Geneva,IL,USA,,L
Providence,McQueen,Roger,29,C,F,C,RW,,"6'6""",198.0,2006,"Saskatoon, SK, CAN",78.0,,,,,,Saskatoon,SK,CAN,,R
Providence,Mustard,John,21,LW,F,LW,,,"6'1""",185.0,2006,"Newmarket, ON, CAN",73.0,,,,,,Newmarket,ON,CAN,,L
Providence,Ross,Brendan,18,F,F,F,,,"6'3""",194.0,2003,"Calgary, AB, CAN",75.0,,,,,,Calgary,AB,CAN,,R
Providence,Sawyer,Logan,34,LW,F,LW,,,"6'1""",174.0,2006,"Orangeville, ON, CAN",73.0,,,,,,Orangeville,ON,CAN,,L
Providence,Sumpf,Julius,26,C,F,C,,,"6'2""",198.0,2005,"München, GER",74.0,,,,,,München,,GER,,L
Quinnipiac,Marinov,Matej,33,G,G,G,,,"6'0""",157.0,2003,"Nitra, SVK",72.0,,,,,,Nitra,,SVK,,L
Quinnipiac,Scopa,Sam,31,G,G,G,,,"6'0""",181.0,2005,"Lexington, MA, USA",72.0,,,,,,Lexington,MA,USA,,L
Quinnipiac,Silverstein,Dylan,29,G,G,G,,,"6'0""",179.0,2004,"Calabasas, CA, USA",72.0,,,,,,Calabasas,CA,USA,,L
Quinnipiac,Blace,Braden,22,D,D,D,,,"6'3""",190.0,2003,"Duncan, BC, CAN",75.0,,,,,,Duncan,BC,CAN,,R
Quinnipiac,Gilson,Will,3,D,D,D,,,"6'0""",170.0,2001,"Old Greenwich, CT, USA",72.0,,,,,,Old Greenwich,CT,USA,,R
Quinnipiac,Groenewold,Elliott,7,D,D,D,,,"6'2""",201.0,2006,"Bellows Falls, VT, USA",74.0,,,,,,Bellows Falls,VT,USA,,L
Quinnipiac,Hockley,Drew,2,D,D,D,,,"6'3""",190.0,2005,"Kentville, NS, CAN",75.0,,,,,,Kentville,NS,CAN,,R
Quinnipiac,Leddy,Charlie,6,D,D,D,,,"6'2""",185.0,2004,"Fairfield, CT, USA",74.0,,,,,,Fairfield,CT,USA,A,R
Quinnipiac,McCutcheon,Logan,4,D,D,D,,,"5'9""",161.0,2004,"Saskatoon, SK, CAN",69.0,,,,,,Saskatoon,SK,CAN,,R
Quinnipiac,Schultz,Brady,5,D,D,D,,,"5'11""",194.0,2004,"Monroe, CT, USA",71.0,,,,,,Monroe,CT,USA,,L
Quinnipiac,Tivey,Nate,25,D,D,D,,,"6'5""",205.0,2004,"Burlington, ON, CAN",77.0,,,,,,Burlington,ON,CAN,,L
Quinnipiac,Borgula,Tyler,10,RW,F,RW,,,"5'9""",170.0,2005,"Livonia, MI, USA",69.0,,,,,,Livonia,MI,USA,,R
Quinnipiac,Cerbone,Andon,27,F,F,F,,,"5'9""",163.0,2004,"Stamford, CT, USA",69.0,,,,,,Stamford,CT,USA,,L
Quinnipiac,Cipollone,Anthony,18,F,F,F,,,"5'6""",165.0,2002,"Purchase, NY, USA",66.0,,,,,,Purchase,NY,USA,,L
Quinnipiac,Czerneckianair,Victor,14,C,F,C,,,"5'11""",174.0,2002,"Southington, CT, USA",71.0,,,,,,Southington,CT,USA,C,L
Quinnipiac,Lansing,Matthew,26,C,F,C,,,"6'1""",185.0,2007,"Tonawanda, NY, USA",73.0,,,,,,Tonawanda,NY,USA,,L
Quinnipiac,Marcellus,Mason,20,C,F,C,,,"5'9""",165.0,2002,"Greely, ON, CAN",69.0,,,,,,Greely,ON,CAN,A,L
Quinnipiac,McGroarty,Matthew,8,F,F,F,,,"5'10""",172.0,2003,"Westport, CT, USA",70.0,,,,,,Westport,CT,USA,,R
Quinnipiac,Pelosi,Christopher,28,C,F,C,LW,,"6'1""",181.0,2005,"Sewell, NJ, USA",73.0,,,,,,Sewell,NJ,USA,,L
Quinnipiac,Power,Alex,24,C,F,C,,,"6'1""",185.0,2002,"St. John's, NL, CAN",73.0,,,,,,St. John's,NL,CAN,,L
Quinnipiac,Riche,Ben,17,C,F,C,,,"5'11""",181.0,2005,"Bethune, SK, CAN",71.0,,,,,,Bethune,SK,CAN,,L
Quinnipiac,Schwartz,Aaron,11,F,F,F,,,"5'11""",174.0,2004,"Parkland, FL, USA",71.0,,,,,,Parkland,FL,USA,,R
Quinnipiac,Verreault,Antonin,23,LW,F,LW,,,"5'8""",170.0,2004,"Mirabel, QC, CAN",68.0,,,,,,Mirabel,QC,CAN,,L
Quinnipiac,Vidicek,Markus,12,C,F,C,,,"5'10""",172.0,2004,"Montréal, QC, CAN",70.0,,,,,,Montréal,QC,CAN,,L
Quinnipiac,Wilmer,Jeremy,16,LW,F,LW,,,"5'8""",154.0,2003,"Rockville Centre, NY, USA",68.0,,,,,,Rockville Centre,NY,USA,A,L
Quinnipiac,Wyttenbach,Ethan,19,LW,F,LW,RW,,"5'10""",181.0,2007,"Roslyn, NY, USA",70.0,,,,,,Roslyn,NY,USA,,R
Rensselaer,Bruveris,Bruno,33,G,G,G,,,"6'1""",170.0,2002,"Riga, LAT",73.0,,,,,,Riga,,LAT,,L
Rensselaer,Dorfman,Carson,32,G,G,G,,,"6'0""",179.0,2003,"Hermitage, TN, USA",72.0,,,,,,Hermitage,TN,USA,,L
Rensselaer,Krawchuk,Nathan,30,G,G,G,,,"6'3""",190.0,2005,"Thunder Bay, ON, CAN",75.0,,,,,,Thunder Bay,ON,CAN,,L
Rensselaer,Goffredo,James,2,D,D,D,,,"5'11""",185.0,2003,"Mount Laurel, NJ, USA",71.0,,,,,,Mount Laurel,NJ,USA,,R
Rensselaer,Hanscom,Matt,,D,D,D,,,"6'1""",185.0,2005,"Hadley, MA, USA",73.0,,,,,,Hadley,MA,USA,,L
Rensselaer,Hilditch,Landen,22,D,D,D,,,"6'4""",201.0,2005,"Surrey, BC, CAN",76.0,,,,,,Surrey,BC,CAN,,R
Rensselaer,Jovanovic,Matthew,4,D,D,D,,,"6'2""",201.0,2004,"Toronto, ON, CAN",74.0,,,,,,Toronto,ON,CAN,,L
Rensselaer,Klassek,Thomas,6,D,D,D,,,"6'0""",183.0,2005,"Klagenfurt, AUT",72.0,,,,,,Klagenfurt,,AUT,,L
Rensselaer,Lemieux,Lucas,16,D,D,D,,,"6'4""",201.0,2005,"Edmonton, AB, CAN",76.0,,,,,,Edmonton,AB,CAN,,L
Rensselaer,Matta,Lucas,61,D,D,D,,,"6'2""",201.0,2002,"Kleinburg, ON, CAN",74.0,,,,,,Kleinburg,ON,CAN,,L
Rensselaer,Ozolins,Gustavs,10,D,D,D,,,"5'10""",181.0,2003,"Riga, LAT",70.0,,,,,,Riga,,LAT,,L
Rensselaer,Russell,Trevor,14,D,D,D,,,"6'2""",205.0,2000,"Old Hickory, TN, USA",74.0,,,,,,Old Hickory,TN,USA,,R
Rensselaer,Sobieski,Kazimier,5,D,D,D,,,"6'1""",181.0,2004,"Deerfield, MA, USA",73.0,,,,,,Deerfield,MA,USA,,R
Rensselaer,VanDamme,Gunnar,8,D,D,D,,,"6'0""",190.0,2002,"Pittsford, NY, USA",72.0,,,,,,Pittsford,NY,USA,,L
Rensselaer,Bono,Ethan,9,F,F,F,,,"6'3""",201.0,2004,"Port McNeill, BC, CAN",75.0,,,,,,Port McNeill,BC,CAN,,L
Rensselaer,Bourgault,Mathieu,82,LW,F,LW,,,"6'2""",176.0,2003,"St-Bruno-de-Montarville, QC, CAN",74.0,,,,,,St-Bruno-de-Montarville,QC,CAN,,L
Rensselaer,Buckley,Matthew,21,C,F,C,RW,,"5'11""",183.0,2005,"Oakville, ON, CAN",71.0,,,,,,Oakville,ON,CAN,,R
Rensselaer,Gordon,Cole,27,F,F,F,,,"6'2""",198.0,2002,"Windsor, CO, USA",74.0,,,,,,Windsor,CO,USA,,L
Rensselaer,Gorton,Jack,24,RW,F,RW,,,"6'3""",201.0,2002,"Granite Springs, NY, USA",75.0,,,,,,Granite Springs,NY,USA,,R
Rensselaer,Kyrkostas,Jackson,19,C,F,C,,,"6'0""",170.0,2004,"Windham, NH, USA",72.0,,,,,,Windham,NH,USA,,R
Rensselaer,Lindberg,Alfred,86,C,F,C,,,"5'11""",187.0,2002,"Hallsberg, SWE",71.0,,,,,,Hallsberg,,SWE,,L
Rensselaer,McNeil,Brad,43,F,F,F,,,"6'1""",181.0,2002,"Royal Oak, MI, USA",73.0,,,,,,Royal Oak,MI,USA,,L
Rensselaer,Rullers,Rainers,11,C,F,C,,,"6'4""",194.0,2004,"Riga, LAT",76.0,,,,,,Riga,,LAT,,L
Rensselaer,Scherzer,Ian,91,C,F,C,,,"6'0""",192.0,2005,"Villach, AUT",72.0,,,,,,Villach,,AUT,,L
Rensselaer,Sitar,Filip,49,C,F,C,,,"6'0""",187.0,2005,"Ljubljana, SLO",72.0,,,,,,Ljubljana,,SLO,,R
Rensselaer,Tapper,Jagger,72,F,F,F,,,"6'0""",185.0,2004,"Calgary, AB, CAN",72.0,,,,,,Calgary,AB,CAN,,R
Rensselaer,Tinling,Dovar,25,C,F,C,,,"5'11""",185.0,2003,"Pointe-Claire, QC, CAN",71.0,,,,,,Pointe-Claire,QC,CAN,,L
Rensselaer,Wallace,Tyler,18,C,F,C,,,"6'2""",187.0,2002,"Calgary, AB, CAN",74.0,,,,,,Calgary,AB,CAN,,L
Rensselaer,Wilson,Luc,93,F,F,F,,,"6'0""",181.0,2001,"Duncan, BC, CAN",72.0,,,,,,Duncan,BC,CAN,,L
Rensselaer,Ziliotto,Jack,,RW,F,RW,,,"6'1""",174.0,2005,"Waterdown, ON, CAN",73.0,,,,,,Waterdown,ON,CAN,,R
RIT,MacKenzie,Collin,,G,G,G,,,"6'0""",174.0,2004,"Elora, ON, CAN",72.0,,,,,,Elora,ON,CAN,,L
RIT,Reinhart,Brock,,D,D,D,,,"6'3""",194.0,2004,"Elora, ON, CAN",75.0,,,,,,Elora,ON,CAN,,R
RIT,Bajzer,Camden,,F,F,F,,,"5'10""",181.0,2004,"Cleveland, OH, USA",70.0,,,,,,Cleveland,OH,USA,,R
RIT,Brimmer,Austin,,RW,F,RW,,,"6'4""",223.0,2001,"Markham, ON, CAN",76.0,,,,,,Markham,ON,CAN,,R
RIT,Elfering,Caleb,,RW,F,RW,,,"5'9""",165.0,2004,"Richland, WA, USA",69.0,,,,,,Richland,WA,USA,,R
RIT,Hebblethwaite,Alexander,,F,F,F,,,"6'1""",165.0,2005,"Mississauga, ON, CAN",73.0,,,,,,Mississauga,ON,CAN,,L
RIT,Konyen,Evan,,RW,F,RW,,,"6'0""",181.0,2004,"Newmarket, ON, CAN",72.0,,,,,,Newmarket,ON,CAN,,R
RIT,Mikrogiannakis,Andreas,,F,F,F,,,"5'8""",152.0,2007,"Aurora, ON, CAN",68.0,,,,,,Aurora,ON,CAN,,R
RIT,Moore,Will,,C,F,C,,,"5'11""",185.0,2004,"Westfield, IN, USA",71.0,,,,,,Westfield,IN,USA,,L
RIT,Wigle,Zach,,C,F,C,LW,,"6'0""",192.0,2004,"Oakville, ON, CAN",72.0,,,,,,Oakville,ON,CAN,,L
Robert Morris,Kochendorfer,Croix,1,G,G,G,,,"6'4""",209.0,2003,"St. Paul, MN, USA",76.0,,,,,,St. Paul,MN,USA,,L
Robert Morris,Massie,Lucas,30,G,G,G,,,"6'1""",190.0,2003,"Claremont, CA, USA",73.0,,,,,,Claremont,CA,USA,,L
Robert Morris,Schenkel,Charlie,31,G,G,G,,,"6'5""",205.0,2004,"Toronto, ON, CAN",77.0,,,,,,Toronto,ON,CAN,,R
Robert Morris,Ashmead,J.R.,10,D,D,D,,,"6'2""",192.0,2003,"Calgary, AB, CAN",74.0,,,,,,Calgary,AB,CAN,,L
Robert Morris,Babcock,John,7,D,D,D,,,"6'2""",205.0,2004,"North Vancouver, BC, CAN",74.0,,,,,,North Vancouver,BC,CAN,,L
Robert Morris,Craig,Michael,2,D,D,D,,,"5'10""",179.0,2002,"St. Catharines, ON, CAN",70.0,,,,,,St. Catharines,ON,CAN,C,R
Robert Morris,Elliott,Dominic,3,D,D,D,,,"5'10""",176.0,2004,"Allendale, MI, USA",70.0,,,,,,Allendale,MI,USA,,R
Robert Morris,Japchen,Greg,4,D,D,D,,,"6'4""",203.0,2001,"Doylestown, PA, USA",76.0,,,,,,Doylestown,PA,USA,,L
Robert Morris,Larsson,Rasmus,6,D,D,D,,,"6'3""",203.0,2004,"Hässelby, SWE",75.0,,,,,,Hässelby,,SWE,,L
Robert Morris,Lunn,Gabriel,8,D,D,D,,,"6'0""",190.0,2003,"Lockport, NY, USA",72.0,,,,,,Lockport,NY,USA,,L
Robert Morris,Why,Luke van,5,D,D,D,,,"5'10""",172.0,2003,"Hatfield, PA, USA",70.0,,,,,,Hatfield,PA,USA,,R
Robert Morris,Wattvil,Max,9,D,D,D,,,"6'2""",192.0,2002,"Stockholm, SWE",74.0,,,,,,Stockholm,,SWE,,R
Robert Morris,Beaumont,Julian,14,LW,F,LW,,,"5'8""",161.0,2004,"Allen, TX, USA",68.0,,,,,,Allen,TX,USA,,L
Robert Morris,Beljo,Dario,11,C,F,C,,,"6'3""",190.0,2002,"Sudbury, ON, CAN",75.0,,,,,,Sudbury,ON,CAN,,L
Robert Morris,Chiang,Lee,33,F,F,F,,,"5'9""",172.0,2002,"Toronto, ON, CAN",69.0,,,,,,Toronto,ON,CAN,,L
Robert Morris,Felsing,Michael,29,F,F,F,,,"5'11""",181.0,2003,"Pittsburgh, PA, USA",71.0,,,,,,Pittsburgh,PA,USA,,R
Robert Morris,Garvey,Cameron,21,C,F,C,,,"6'0""",181.0,2002,"Oakville, ON, CAN",72.0,,,,,,Oakville,ON,CAN,C,L
Robert Morris,Hayes,McKay,20,C,F,C,,,"6'3""",212.0,2002,"Ancaster, ON, CAN",75.0,,,,,,Ancaster,ON,CAN,,L
Robert Morris,Johnson,Patrick,17,F,F,F,,,"5'8""",187.0,2003,"Chesterfield, MO, USA",68.0,,,,,,Chesterfield,MO,USA,,L
Robert Morris,Klimpke,Tanner,19,F,F,F,,,"6'2""",183.0,2002,"Calgary, AB, CAN",74.0,,,,,,Calgary,AB,CAN,,L
Robert Morris,Krotiris,George,16,,,,,,"5'11""",176.0,2002,"Markham, ON, CAN",71.0,,,,,,Markham,ON,CAN,,L
Robert Morris,McDonald,Bruce,18,C,F,C,LW,,"6'0""",176.0,2004,"Ottawa, ON, CAN",72.0,,,,,,Ottawa,ON,CAN,,L
Robert Morris,Nicholson,Zeke,23,C,F,C,LW,,"6'0""",181.0,2004,"Vancouver, BC, CAN",72.0,,,,,,Vancouver,BC,CAN,,L
Robert Morris,Primerano,Luca,44,F,F,F,,,"6'2""",190.0,2005,"North Vancouver, BC, CAN",74.0,,,,,,North Vancouver,BC,CAN,,L
Robert Morris,Reineke,Jackson,12,RW,F,RW,LW,,"5'10""",174.0,2002,"Faribault, MN, USA",70.0,,,,,,Faribault,MN,USA,,R
Robert Morris,Taylor,Ryan,,F,F,F,,,"6'3""",207.0,2001,"St. Louis, MO, USA",75.0,,,,,,St. Louis,MO,USA,,R
Sacred Heart,Gundarah,Ajeetpal,1,G,G,G,,,"6'0""",185.0,2003,"Richmond, BC, CAN",72.0,,,,,,Richmond,BC,CAN,,L
Sacred Heart,Kendrick,Teagan,33,G,G,G,,,"6'4""",201.0,2004,"St. Albert, AB, CAN",76.0,,,,,,St. Albert,AB,CAN,,L
Sacred Heart,Smith,Connor,72,G,G,G,,,"5'8""",150.0,2003,"West Haven, CT, USA",68.0,,,,,,West Haven,CT,USA,,L
Sacred Heart,Spicer,Jack,30,G,G,G,,,"6'1""",185.0,2004,"Rockville, MD, USA",73.0,,,,,,Rockville,MD,USA,,L
Sacred Heart,Adamson,Mikey,6,D,D,D,,,"5'9""",174.0,2001,"Quincy, MA, USA",69.0,,,,,,Quincy,MA,USA,,L
Sacred Heart,Amell,Luke,5,D,D,D,F,,"6'4""",205.0,2003,"Mars, PA, USA",76.0,,,,,,Mars,PA,USA,,R
Sacred Heart,Brandes,David,20,D,D,D,,,"5'10""",179.0,2004,"Toronto, ON, CAN",70.0,,,,,,Toronto,ON,CAN,,L
Sacred Heart,Driscoll,John,4,D,D,D,,,"6'4""",218.0,2001,"Eagle, ID, USA",76.0,,,,,,Eagle,ID,USA,,R
Sacred Heart,Ellis,Noah,21,D,D,D,,,"6'3""",201.0,2002,"Urbandale, IA, USA",75.0,,,,,,Urbandale,IA,USA,,R
Sacred Heart,Lesakowski,Liam,10,D,D,D,,,"6'5""",225.0,2003,"Buffalo, NY, USA",77.0,,,,,,Buffalo,NY,USA,,L
Sacred Heart,Ramsay,Chase,8,D,D,D,,,"6'0""",181.0,2003,"Granite Springs, NY, USA",72.0,,,,,,Granite Springs,NY,USA,,R
Sacred Heart,Rubin,Michael,24,D,D,D,,,"6'1""",194.0,2003,"Blauvelt, NY, USA",73.0,,,,,,Blauvelt,NY,USA,,R
Sacred Heart,Vliet,Noah Van,22,D,D,D,,,"6'2""",225.0,2004,"Toronto, ON, CAN",74.0,,,,,,Toronto,ON,CAN,,L
Sacred Heart,VanRooyan,Aiden,2,D,D,D,,,"6'2""",201.0,2003,"Dakota Dunes, SD, USA",74.0,,,,,,Dakota Dunes,SD,USA,,L
Sacred Heart,Barnes,Joshua,9,C,F,C,,,"5'10""",185.0,2002,"Cornwall, ON, CAN",70.0,,,,,,Cornwall,ON,CAN,,L
Sacred Heart,Bongo,Jake,19,F,F,F,,,"5'10""",170.0,2003,"Ridgefield, CT, USA",70.0,,,,,,Ridgefield,CT,USA,,R
Sacred Heart,Borggaard,Austin,,C,F,C,,,"6'0""",187.0,2005,"Worcester, MA, USA",72.0,,,,,,Worcester,MA,USA,,L
Sacred Heart,Bryant,Gavin,13,C,F,C,,,"5'11""",187.0,2004,"Ingersoll, ON, CAN",71.0,,,,,,Ingersoll,ON,CAN,,L
Sacred Heart,DesRuisseaux,Jack,,F,F,F,,,"5'10""",170.0,2004,"Manchester, NH, USA",70.0,,,,,,Manchester,NH,USA,,R
Sacred Heart,Fust,Ray,23,LW,F,LW,RW,,"6'4""",209.0,2002,"Bellinzona, SUI",76.0,,,,,,Bellinzona,,SUI,,L
Sacred Heart,Galata,Cole,27,F,F,F,,,"6'0""",185.0,2002,"Barrie, ON, CAN",72.0,,,,,,Barrie,ON,CAN,,R
Sacred Heart,Hewitt,Jacob,11,F,F,F,,,"5'11""",190.0,2002,"Ashburnham, MA, USA",71.0,,,,,,Ashburnham,MA,USA,,R
Sacred Heart,Hillier,Jack,14,F,F,F,,,"6'2""",181.0,2004,"Petawawa, ON, CAN",74.0,,,,,,Petawawa,ON,CAN,,R
Sacred Heart,Huard,Stéphane,71,C,F,C,,,"5'8""",179.0,2002,"Blainville, QC, CAN",68.0,,,,,,Blainville,QC,CAN,,L
Sacred Heart,Joughin,Marcus,28,F,F,F,,,"5'11""",181.0,2001,"Tecumseh, ON, CAN",71.0,,,,,,Tecumseh,ON,CAN,,L
Sacred Heart,Levyy,Vitaly,17,F,F,F,,,"5'11""",174.0,2003,"Old Brookville, NY, USA",71.0,,,,,,Old Brookville,NY,USA,,R
Sacred Heart,Melee,Jonathan,,C,F,C,,,"6'0""",183.0,2004,"Fredericton, NB, CAN",72.0,,,,,,Fredericton,NB,CAN,,L
Sacred Heart,Minnehan,Paul,3,F,F,F,,,"6'2""",181.0,2003,"Cypress, CA, USA",74.0,,,,,,Cypress,CA,USA,,L
Sacred Heart,Pabich,Reid,91,C,F,C,,,"5'11""",181.0,2001,"Verona, WI, USA",71.0,,,,,,Verona,WI,USA,,R
Sacred Heart,Stefan,Wyatt,,F,F,F,,,"6'1""",181.0,2005,"Laguna Beach, CA, USA",73.0,,,,,,Laguna Beach,CA,USA,,L
Sacred Heart,Tardif,Charles-Edward,86,C,F,C,,,"6'0""",201.0,2003,"Québec, QC, CAN",72.0,,,,,,Québec,QC,CAN,,L
Sacred Heart,Tremblay,Jérémi,25,F,F,F,,,"6'1""",205.0,2003,"Québec, QC, CAN",73.0,,,,,,Québec,QC,CAN,,R
Sacred Heart,Trudeau,Félix,77,LW,F,LW,,,"6'2""",190.0,2002,"Terrebonne, QC, CAN",74.0,,,,,,Terrebonne,QC,CAN,,L
Sacred Heart,Wolthers,Ethan,98,F,F,F,,,"5'9""",181.0,2001,"Valencia, CA, USA",69.0,,,,,,Valencia,CA,USA,,R
St Cloud State,Berzins,Patriks,39,G,G,G,,,"6'1""",174.0,2003,"Sabile, LAT",73.0,,,,,,Sabile,,LAT,,L
St Cloud State,Gray,James,33,G,G,G,,,"6'3""",201.0,2002,"Toronto, ON, CAN",75.0,,,,,,Toronto,ON,CAN,,L
St Cloud State,Shostak,Yan,1,G,G,G,,,"6'0""",185.0,2004,"Minsk, BLR",72.0,,,,,,Minsk,,BLR,,L
St Cloud State,Belisle,Joe,3,D,D,D,,,"6'0""",176.0,2005,"Hugo, MN, USA",72.0,,,,,,Hugo,MN,USA,,L
St Cloud State,Byfuglien,Thor,25,D,D,D,,,"5'11""",174.0,2003,"Roseau, MN, USA",71.0,,,,,,Roseau,MN,USA,,L
St Cloud State,Henricks,Tanner,5,D,D,D,,,"6'4""",205.0,2006,"Mission Viejo, CA, USA",76.0,,,,,,Mission Viejo,CA,USA,,R
St Cloud State,Loftus,Finn,4,D,D,D,,,"6'1""",185.0,2004,"Blaine, MN, USA",73.0,,,,,,Blaine,MN,USA,,L
St Cloud State,Reiners,Mason,6,D,D,D,,,"6'2""",201.0,2001,"Edina, MN, USA",74.0,,,,,,Edina,MN,USA,A,R
St Cloud State,Smolinski,Max,21,D,D,D,,,"6'0""",185.0,2003,"Bloomfield Hills, MI, USA",72.0,,,,,,Bloomfield Hills,MI,USA,,R
St Cloud State,Tiessen,Kaleb,27,D,D,D,,,"6'5""",209.0,2002,"Leamington, ON, CAN",77.0,,,,,,Leamington,ON,CAN,,L
St Cloud State,Wylie,Cooper,26,D,D,D,,,"6'1""",201.0,2001,"Stillwater, MN, USA",73.0,,,,,,Stillwater,MN,USA,C,L
St Cloud State,Zinger,Josh,14,D,D,D,,,"6'0""",185.0,2001,"Red Deer, AB, CAN",72.0,,,,,,Red Deer,AB,CAN,,R
St Cloud State,Ahcan,Grant,11,LW,F,LW,RW,,"5'11""",170.0,2002,"Savage, MN, USA",71.0,,,,,,Savage,MN,USA,C,L
St Cloud State,Aucoin,Ethan,17,F,F,F,,,"6'2""",190.0,2002,"Calgary, AB, CAN",74.0,,,,,,Calgary,AB,CAN,,L
St Cloud State,Burnevik,Austin,23,RW,F,RW,LW,,"6'4""",201.0,2005,"Ham Lake, MN, USA",76.0,,,,,,Ham Lake,MN,USA,,L
St Cloud State,Gardner,Daimon,81,C,F,C,,,"6'4""",205.0,2004,"Eagle Lake, ON, CAN",76.0,,,,,,Eagle Lake,ON,CAN,,L
St Cloud State,Gross,Tyson,13,RW,F,RW,,,"6'3""",194.0,2002,"Calgary, AB, CAN",75.0,,,,,,Calgary,AB,CAN,C,R
St Cloud State,Hall,Barrett,15,C,F,C,,,"6'0""",185.0,2003,"Apple Valley, MN, USA",72.0,,,,,,Apple Valley,MN,USA,A,L
